game_id,home_bat_runs,home_bat_doubles,home_bat_triples,home_bat_homeRuns,home_bat_strikeOuts,home_bat_baseOnBalls,home_bat_hits,home_bat_avg,home_bat_atBats,home_bat_obp,home_bat_slg,home_bat_ops,home_bat_stolenBases,home_bat_rbi,home_bat_leftOnBase,home_pit_runs,home_pit_doubles,home_pit_triples,home_pit_homeRuns,home_pit_strikeOuts,home_pit_baseOnBalls,home_pit_hits,home_pit_atBats,home_pit_obp,home_pit_stolenBases,home_pit_numberOfPitches,home_pit_era,home_pit_inningsPitched,home_pit_earnedRuns,home_pit_pitchesThrown,home_pit_strikes,home_pit_rbi,home_starter_era,home_starter_ip,home_starter_k,home_starter_bb,home_starter_h,home_starter_er,home_starter_name,away_bat_runs,away_bat_doubles,away_bat_triples,away_bat_homeRuns,away_bat_strikeOuts,away_bat_baseOnBalls,away_bat_hits,away_bat_avg,away_bat_atBats,away_bat_obp,away_bat_slg,away_bat_ops,away_bat_stolenBases,away_bat_rbi,away_bat_leftOnBase,away_pit_runs,away_pit_doubles,away_pit_triples,away_pit_homeRuns,away_pit_strikeOuts,away_pit_baseOnBalls,away_pit_hits,away_pit_atBats,away_pit_obp,away_pit_stolenBases,away_pit_numberOfPitches,away_pit_era,away_pit_inningsPitched,away_pit_earnedRuns,away_pit_pitchesThrown,away_pit_strikes,away_pit_rbi,away_starter_era,away_starter_ip,away_starter_k,away_starter_bb,away_starter_h,away_starter_er,away_starter_name,game_date,home_team,away_team,home_score,away_score,winning_team,home_win,home_probable_pitcher,away_probable_pitcher
717193,0,0,0,0,12,1,3,.257,29,.326,.428,.754,0,0,9,4,1,0,1,13,4,10,37,.341,0,159,4.65,9.0,4,159,105,4,3.23,5.0,6,2,7,3,"Kelly, Me",4,1,0,1,13,4,10,.234,37,.313,.397,.710,0,4,20,0,0,0,0,12,1,3,29,.161,0,141,3.82,9.0,0,141,98,0,2.88,6.0,7,1,2,0,"Castillo, L",2023-07-30,Arizona Diamondbacks,Seattle Mariners,0,4,Seattle Mariners,0,,
717191,5,1,0,2,8,3,13,.237,35,.326,.409,.735,3,5,25,3,1,0,0,13,7,8,34,.366,3,175,3.70,9.0,2,175,106,2,2.50,5.0,9,4,4,0,Snell,3,1,0,0,13,7,8,.272,34,.342,.457,.799,3,2,25,5,1,0,2,8,3,13,35,.425,3,154,4.23,8.0,5,154,96,5,4.50,3.0,5,3,4,1,Bradford,2023-07-30,San Diego Padres,Texas Rangers,5,3,San Diego Padres,1,,
717200,9,3,0,1,12,3,12,.249,36,.317,.419,.736,2,9,14,3,3,0,1,18,3,9,36,.300,0,178,4.18,9.0,3,178,115,3,4.66,4.0,7,2,7,3,Kremer,3,3,0,1,18,3,9,.231,36,.303,.404,.707,0,3,20,9,3,0,1,12,3,12,36,.400,2,150,3.91,8.0,9,150,96,9,7.49,3.1,5,2,10,9,"Severino, L",2023-07-30,Baltimore Orioles,New York Yankees,9,3,Baltimore Orioles,1,,
717189,2,1,0,1,5,3,7,.264,33,.320,.399,.719,1,2,13,4,2,0,0,9,10,6,30,.390,1,182,4.08,9.0,4,182,104,4,4.79,3.0,3,6,2,2,"Cabrera, E",4,2,0,0,9,10,6,.254,30,.322,.412,.734,1,4,20,2,1,0,1,5,3,7,33,.278,1,132,3.99,9.0,2,132,77,2,3.91,6.2,4,2,6,2,"Walker, T",2023-07-31,Miami Marlins,Philadelphia Phillies,2,4,Philadelphia Phillies,0,,
717185,1,0,0,1,12,3,3,.230,29,.302,.403,.705,0,1,9,5,2,0,4,8,2,8,33,.286,1,139,3.92,9.0,5,139,93,5,5.17,4.0,4,0,6,5,Brito,5,2,0,4,8,2,8,.255,33,.327,.447,.774,1,5,9,1,0,0,1,12,3,3,29,.188,0,126,3.78,9.0,1,126,83,1,3.15,7.0,8,2,3,1,Glasnow,2023-07-31,New York Yankees,Tampa Bay Rays,1,5,Tampa Bay Rays,0,,
717192,5,2,0,1,6,5,7,.260,31,.319,.399,.718,1,5,18,3,2,0,1,3,2,10,35,.324,0,131,4.93,9.0,3,131,87,3,4.86,5.1,2,2,6,2,"Irvin, J",3,2,0,1,3,2,10,.233,35,.312,.377,.689,0,3,13,5,2,0,1,6,5,7,31,.333,1,130,4.08,8.0,5,130,82,5,3.44,6.0,5,3,4,2,Burnes,2023-07-31,Washington Nationals,Milwaukee Brewers,5,3,Washington Nationals,1,,
717186,2,0,0,1,10,7,5,.261,31,.331,.419,.750,0,2,22,4,3,0,1,11,3,8,33,.297,2,164,3.76,9.0,4,164,102,4,4.00,6.0,7,2,7,4,Bassitt,4,3,0,1,11,3,8,.249,33,.317,.419,.736,2,4,8,2,0,0,1,10,7,5,31,.316,0,170,4.15,9.0,2,170,99,2,4.53,6.0,5,2,4,1,"Gibson, K",2023-07-31,Toronto Blue Jays,Baltimore Orioles,2,4,Baltimore Orioles,0,,
717187,1,1,0,1,8,4,4,.269,30,.338,.494,.832,0,1,11,4,2,0,3,13,4,10,36,.366,0,152,3.87,9.0,4,152,103,4,3.62,6.0,8,3,6,3,"Morton, C",4,2,0,3,13,4,10,.257,36,.333,.449,.782,0,4,19,1,1,0,1,8,4,4,30,.235,0,133,4.32,9.0,1,133,87,1,3.99,5.0,4,0,3,1,Silseth,2023-07-31,Atlanta Braves,Los Angeles Angels,1,4,Los Angeles Angels,0,,
717188,5,5,0,1,13,4,8,.254,32,.332,.410,.742,1,5,17,6,3,1,0,10,5,8,35,.325,2,156,4.02,9.0,6,156,91,6,3.85,3.0,2,2,6,6,Stroman,6,3,1,0,10,5,8,.252,35,.331,.414,.745,2,6,10,5,5,0,1,13,4,8,32,.333,1,152,4.62,9.0,5,152,99,5,2.35,3.1,5,3,5,4,"Abbott, A",2023-07-31,Chicago Cubs,Cincinnati Reds,5,6,Cincinnati Reds,0,,
717184,7,1,0,1,2,9,7,.250,29,.320,.416,.736,3,6,18,3,1,0,0,9,4,9,32,.342,1,144,3.82,9.0,3,144,89,3,2.85,7.0,6,2,7,2,"France, J",3,1,0,0,9,4,9,.253,32,.316,.386,.702,1,3,17,7,1,0,1,2,9,7,29,.425,3,147,3.85,8.0,7,147,77,6,6.68,5.1,0,2,2,1,Syndergaard,2023-07-31,Houston Astros,Cleveland Guardians,7,3,Houston Astros,1,,
717179,4,2,0,1,13,5,5,.253,33,.313,.405,.718,0,3,16,3,1,1,1,7,4,12,38,.381,0,138,5.45,10.0,3,138,89,3,5.68,6.0,5,2,6,2,Gomber,3,1,1,1,7,4,12,.238,38,.327,.410,.737,0,3,25,4,2,0,1,13,5,5,33,.256,0,143,3.68,9.2,2,143,91,3,3.54,7.0,9,3,5,2,"Lugo, S",2023-07-31,Colorado Rockies,San Diego Padres,4,3,Colorado Rockies,1,,
717181,6,1,0,2,10,1,8,.234,31,.313,.397,.710,0,6,7,2,1,0,0,9,3,9,36,.308,2,175,3.80,9.0,2,175,114,1,3.43,5.0,7,2,4,1,Kirby,2,1,0,0,9,3,9,.264,36,.331,.433,.764,2,1,20,6,1,0,2,10,1,8,31,.303,0,126,4.25,8.0,6,126,81,6,4.08,7.1,10,0,5,3,Pivetta,2023-07-31,Seattle Mariners,Boston Red Sox,6,2,Seattle Mariners,1,,
717190,3,1,0,1,6,5,5,.241,36,.317,.396,.713,0,2,16,4,2,0,0,13,4,5,36,.225,1,160,3.89,11.0,2,160,106,4,4.55,3.0,3,0,1,0,Junis,4,2,0,0,13,4,5,.256,36,.325,.425,.750,1,4,12,3,1,0,1,6,5,5,36,.238,0,160,4.62,11.0,2,160,96,2,4.84,6.2,1,3,5,2,"Nelson, R",2023-07-31,San Francisco Giants,Arizona Diamondbacks,3,4,Arizona Diamondbacks,0,,
717182,1,2,0,0,5,4,11,.265,34,.321,.399,.720,0,1,25,3,2,0,1,6,2,6,31,.242,0,125,4.07,9.0,3,125,89,3,4.21,8.0,5,1,4,0,"Alcantara, S",3,2,0,1,6,2,6,.254,31,.321,.411,.732,0,3,7,1,2,0,0,5,4,11,34,.395,0,118,3.96,9.0,1,118,82,1,4.01,6.1,3,2,10,1,Suarez,2023-08-01,Miami Marlins,Philadelphia Phillies,1,3,Philadelphia Phillies,0,,
717178,4,1,1,1,7,0,8,.236,31,.312,.386,.698,0,4,10,1,2,0,0,8,2,6,31,.242,0,121,4.47,9.0,1,121,79,1,4.42,7.0,5,2,6,1,Oviedo,1,2,0,0,8,2,6,.231,31,.299,.366,.665,0,1,11,4,1,1,1,7,0,8,31,.250,0,107,4.49,8.0,4,107,77,4,4.53,6.0,6,0,8,4,Manning,2023-08-01,Pittsburgh Pirates,Detroit Tigers,4,1,Pittsburgh Pirates,1,,
717175,2,3,0,0,7,0,7,.229,33,.301,.402,.703,0,2,6,5,1,0,2,6,7,6,31,.342,0,168,3.93,9.0,5,168,104,5,6.29,4.0,5,4,4,4,Rodón,5,1,0,2,6,7,6,.254,31,.327,.447,.774,0,5,13,2,3,0,0,7,0,7,33,.212,0,117,3.77,9.0,2,117,81,2,3.46,6.0,5,0,3,0,Eflin,2023-08-01,New York Yankees,Tampa Bay Rays,2,5,Tampa Bay Rays,0,,
717183,4,1,1,0,10,2,7,.260,32,.318,.399,.717,2,4,5,6,2,0,0,6,4,6,33,.270,1,165,4.94,9.0,6,165,100,6,3.54,3.2,3,3,4,5,"Gray, Js",6,2,0,0,6,4,6,.232,33,.311,.376,.687,1,6,10,4,1,1,0,10,2,7,32,.265,2,137,4.08,9.0,4,137,85,4,4.46,6.0,7,2,6,3,"Peralta, F",2023-08-01,Washington Nationals,Milwaukee Brewers,4,6,Milwaukee Brewers,0,,
717177,3,2,0,2,11,1,5,.260,32,.330,.419,.749,0,3,7,13,4,0,2,5,5,15,39,.455,1,166,3.82,9.0,10,166,102,13,7.20,5.0,3,1,9,4,Ryu,13,4,0,2,5,5,15,.250,39,.319,.421,.740,1,13,18,3,2,0,2,11,1,5,32,.182,0,126,4.14,9.0,3,126,83,3,3.32,7.0,7,1,4,3,Bradish,2023-08-01,Toronto Blue Jays,Baltimore Orioles,3,13,Baltimore Orioles,0,,
717176,5,0,0,3,7,5,7,.269,26,.338,.495,.833,0,5,9,1,0,0,0,11,2,6,32,.257,1,139,3.84,9.0,1,139,98,1,3.61,6.2,9,2,5,1,Strider,1,0,0,0,11,2,6,.256,32,.333,.447,.780,1,1,17,5,0,0,3,7,5,7,26,.375,0,138,4.33,8.0,5,138,81,5,3.93,5.0,3,4,3,2,Sandoval,2023-08-01,Atlanta Braves,Los Angeles Angels,5,1,Atlanta Braves,1,,
717174,2,0,0,1,8,1,7,.256,33,.331,.428,.759,0,2,8,3,3,0,0,8,1,7,34,.229,0,137,4.54,9.0,2,137,90,2,4.29,7.0,7,1,6,2,Mikolas,3,3,0,0,8,1,7,.237,34,.314,.412,.726,0,2,11,2,0,0,1,8,1,7,33,.235,0,138,3.86,9.0,2,138,95,2,4.01,6.0,5,0,4,1,"López, P",2023-08-01,St. Louis Cardinals,Minnesota Twins,2,3,Minnesota Twins,0,,
717173,20,4,0,7,6,4,21,.256,43,.334,.418,.752,3,19,20,9,4,0,1,7,3,12,40,.349,0,157,4.05,9.0,7,157,104,7,2.57,6.0,6,0,8,3,Steele,9,4,0,1,7,3,12,.253,40,.331,.414,.745,0,7,15,20,4,0,7,6,4,21,43,.531,3,182,4.77,8.0,20,182,112,19,5.20,4.0,2,2,13,13,Lively,2023-08-01,Chicago Cubs,Cincinnati Reds,20,9,Chicago Cubs,1,,
717168,2,0,0,2,7,1,4,.271,26,.341,.457,.798,0,2,4,0,0,0,0,16,0,3,30,.100,1,113,4.19,9.0,0,113,78,0,4.36,6.0,11,0,2,0,Heaney,0,0,0,0,16,0,3,.237,30,.295,.387,.682,1,0,9,2,0,0,2,7,1,4,26,.185,0,108,4.58,8.0,2,108,63,2,3.07,6.0,6,1,3,1,Scholtens,2023-08-01,Texas Rangers,Chicago White Sox,2,0,Texas Rangers,1,,
717172,2,1,0,0,10,4,6,.249,29,.320,.414,.734,0,2,14,0,0,0,0,7,1,0,26,.037,0,93,3.78,9.0,0,93,65,0,3.07,9.0,7,1,0,0,"Valdez, F",0,0,0,0,7,1,0,.252,26,.314,.383,.697,0,0,2,2,1,0,0,10,4,6,29,.303,0,127,3.84,8.0,2,127,79,2,3.38,5.0,6,4,4,2,"Williams, G",2023-08-01,Houston Astros,Cleveland Guardians,2,0,Houston Astros,1,,
717170,7,2,0,0,5,5,9,.235,35,.295,.380,.675,5,5,18,6,1,0,2,7,4,8,36,.310,0,170,5.22,10.0,5,170,109,6,5.32,5.0,3,0,4,1,Greinke,6,1,0,2,7,4,8,.238,36,.318,.404,.722,0,6,8,7,2,0,0,5,5,9,35,.333,5,154,4.30,9.2,5,154,94,5,3.57,6.2,2,2,6,3,Quintana,2023-08-01,Kansas City Royals,New York Mets,7,6,Kansas City Royals,1,,
717169,5,4,0,1,10,4,12,.253,38,.314,.406,.720,0,5,20,8,1,0,2,6,3,9,36,.308,2,146,5.47,9.0,8,146,93,8,5.07,4.1,2,2,4,4,"Lambert, P",8,1,0,2,6,3,9,.238,36,.327,.410,.737,2,8,11,5,4,0,1,10,4,12,38,.381,0,182,3.69,9.0,5,182,115,5,1.00,4.0,7,3,5,1,"Avila, P",2023-08-01,Colorado Rockies,San Diego Padres,5,8,San Diego Padres,0,,
717167,4,3,0,1,11,3,9,.234,35,.313,.398,.711,0,4,22,6,4,0,2,8,2,9,34,.316,0,142,3.82,9.0,6,142,94,6,4.35,5.2,4,2,7,6,"Miller, B",6,4,0,2,8,2,9,.264,34,.331,.434,.765,0,6,12,4,3,0,1,11,3,9,35,.316,0,128,4.25,9.0,4,128,86,4,3.79,6.0,7,2,8,4,Bello,2023-08-01,Seattle Mariners,Boston Red Sox,4,6,Boston Red Sox,0,,
717180,4,1,0,2,8,2,9,.241,31,.318,.397,.715,0,4,13,3,0,0,3,4,1,6,29,.233,0,124,3.89,9.0,3,124,75,3,3.05,6.0,4,1,4,3,Cobb,3,0,0,3,4,1,6,.256,29,.324,.426,.750,0,3,4,4,1,0,2,8,2,9,31,.353,0,125,4.62,8.0,4,125,76,4,3.41,6.0,6,1,7,3,Gallen,2023-08-01,San Francisco Giants,Arizona Diamondbacks,4,3,San Francisco Giants,1,,
717171,7,3,0,1,8,9,7,.247,31,.335,.451,.786,1,7,20,3,2,0,3,10,3,6,33,.250,0,130,4.47,9.0,3,130,87,3,6.32,7.0,7,1,5,3,Lynn,3,2,0,3,10,3,6,.223,33,.302,.360,.662,0,3,10,7,3,0,1,8,9,7,31,.415,1,187,5.82,8.0,7,187,111,7,6.52,3.2,5,3,1,4,Waldichuk,2023-08-01,Los Angeles Dodgers,Oakland Athletics,7,3,Los Angeles Dodgers,1,,
717165,12,3,1,3,4,6,12,.270,34,.339,.498,.837,0,12,16,5,1,1,0,9,3,8,34,.297,0,133,3.85,9.0,4,133,86,5,4.42,5.0,5,1,6,3,"Chirinos, Y",5,1,1,0,9,3,8,.256,34,.332,.446,.778,0,5,18,12,3,1,3,4,6,12,34,.452,0,157,4.41,8.0,12,157,93,12,4.36,3.2,2,3,8,9,Giolito,2023-08-02,Atlanta Braves,Los Angeles Angels,12,5,Atlanta Braves,1,,
717166,3,2,0,0,13,5,9,.236,35,.312,.385,.697,0,3,16,6,4,0,2,4,2,8,35,.289,1,141,4.48,9.0,6,141,95,6,5.18,3.0,3,1,3,4,Bido,6,4,0,2,4,2,8,.231,35,.299,.368,.667,1,6,13,3,2,0,0,13,5,9,35,.341,0,172,4.48,9.0,3,172,105,3,2.96,6.0,5,1,7,2,"Rodriguez, Ed",2023-08-02,Pittsburgh Pirates,Detroit Tigers,3,6,Detroit Tigers,0,,
717162,3,1,0,0,6,4,5,.259,29,.318,.397,.715,0,1,11,2,1,0,1,5,2,4,29,.194,0,119,4.92,9.0,2,119,73,2,4.34,6.0,5,2,3,2,Gore,2,1,0,1,5,2,4,.232,29,.310,.375,.685,0,2,8,3,1,0,0,6,4,5,29,.273,0,132,4.06,8.0,1,132,82,1,3.01,4.0,5,2,3,1,Miley,2023-08-02,Washington Nationals,Milwaukee Brewers,3,2,Washington Nationals,1,,
717163,3,2,0,2,7,5,10,.250,33,.320,.415,.735,1,3,21,2,2,0,0,8,5,7,32,.324,0,148,3.77,9.0,2,148,93,2,4.68,4.0,3,4,5,2,Blanco,2,2,0,0,8,5,7,.251,32,.314,.382,.696,0,2,18,3,2,0,2,7,5,10,33,.395,1,146,3.84,8.0,3,146,86,3,3.14,5.0,4,4,7,2,Bibee,2023-08-02,Houston Astros,Cleveland Guardians,3,2,Houston Astros,1,,
717158,1,2,0,0,15,4,5,.252,32,.313,.404,.717,0,1,20,11,3,0,5,8,4,14,40,.409,1,175,5.53,9.0,11,175,116,11,4.86,6.0,6,1,7,4,"Freeland, K",11,3,0,5,8,4,14,.240,40,.328,.414,.742,1,11,10,1,2,0,0,15,4,5,32,.270,0,149,3.66,9.0,1,149,94,1,3.78,3.0,3,0,1,0,"Martinez, N",2023-08-02,Colorado Rockies,San Diego Padres,1,11,San Diego Padres,0,,
717161,6,1,0,1,8,3,10,.235,33,.313,.398,.711,2,5,16,3,1,0,1,10,3,6,32,.257,1,147,3.81,9.0,3,147,93,3,3.86,6.0,5,3,5,3,"Gilbert, L",3,1,0,1,10,3,6,.263,32,.330,.433,.763,1,3,13,6,1,0,1,8,3,10,33,.361,2,154,4.27,8.0,6,154,102,5,3.62,5.0,5,1,4,0,"Crawford, K",2023-08-02,Seattle Mariners,Boston Red Sox,6,3,Seattle Mariners,1,,
717159,9,2,0,3,6,5,13,.265,44,.322,.400,.722,0,9,22,8,4,0,1,14,6,12,47,.352,2,238,4.07,12.0,6,238,150,8,4.14,5.0,5,2,6,3,"Garrett, B",8,4,0,1,14,6,12,.254,47,.321,.411,.732,2,8,33,9,2,0,3,6,5,13,44,.385,0,181,3.97,11.0,6,181,115,9,3.71,6.0,4,1,5,2,Wheeler,2023-08-02,Miami Marlins,Philadelphia Phillies,9,8,Miami Marlins,1,,
717160,7,2,0,2,6,1,13,.231,35,.302,.404,.706,3,6,8,2,0,0,1,13,2,6,31,.242,0,127,3.91,9.0,2,127,85,2,2.64,7.0,8,2,4,2,Cole,2,0,0,1,13,2,6,.254,31,.327,.445,.772,0,2,5,7,2,0,2,6,1,13,35,.389,3,162,3.80,8.0,7,162,106,6,3.29,4.0,3,0,5,5,McClanahan,2023-08-02,New York Yankees,Tampa Bay Rays,7,2,New York Yankees,1,,
717157,4,1,0,0,8,3,3,.259,27,.329,.417,.746,0,3,9,1,1,0,0,7,2,7,32,.265,1,139,3.79,9.0,1,139,97,1,3.67,6.0,3,1,6,1,Kikuchi,1,1,0,0,7,2,7,.250,32,.318,.419,.737,1,1,14,4,1,0,0,8,3,3,27,.250,0,135,4.14,8.0,3,135,88,3,6.09,5.2,6,2,2,3,"Rodriguez, G",2023-08-02,Toronto Blue Jays,Baltimore Orioles,4,1,Toronto Blue Jays,1,,
717155,7,1,0,4,10,1,10,.257,34,.331,.431,.762,1,7,12,3,0,0,1,9,3,4,28,.273,0,124,4.52,9.0,3,124,78,3,4.10,7.0,7,3,2,3,"Hudson, Dak",3,0,0,1,9,3,4,.236,28,.314,.411,.725,0,3,8,7,1,0,4,10,1,10,34,.333,1,150,3.89,8.0,7,150,97,7,4.43,4.0,4,1,9,7,Ryan,2023-08-02,St. Louis Cardinals,Minnesota Twins,7,3,St. Louis Cardinals,1,,
717153,16,6,0,5,11,3,16,.258,43,.335,.423,.758,1,12,15,6,1,0,4,12,1,9,36,.270,0,152,4.07,9.0,6,152,97,6,4.71,4.2,7,0,6,5,Smyly,6,1,0,4,12,1,9,.253,36,.330,.416,.746,0,6,7,16,6,0,5,11,3,16,43,.413,1,167,4.84,8.0,12,167,105,12,4.85,4.1,7,2,4,5,Williamson,2023-08-02,Chicago Cubs,Cincinnati Reds,16,6,Chicago Cubs,1,,
717152,11,4,0,3,6,6,15,.273,39,.342,.459,.801,0,11,21,1,0,0,1,12,1,4,30,.161,0,116,4.16,9.0,1,116,80,1,3.14,7.2,11,1,3,1,Dunning,1,0,0,1,12,1,4,.236,30,.294,.386,.680,0,1,5,11,4,0,3,6,6,15,39,.478,0,181,4.64,8.0,11,181,105,11,4.61,1.2,1,3,7,7,Cease,2023-08-02,Texas Rangers,Chicago White Sox,11,1,Texas Rangers,1,,
717156,4,2,0,1,8,2,12,.237,34,.296,.382,.678,1,4,20,0,1,0,0,8,3,9,34,.324,0,143,5.17,9.0,0,143,95,0,4.33,6.0,8,1,7,0,Ragans,0,1,0,0,8,3,9,.239,34,.319,.403,.722,0,0,22,4,2,0,1,8,2,12,34,.389,1,128,4.31,8.0,4,128,84,4,3.25,5.2,6,2,11,3,Senga,2023-08-02,Kansas City Royals,New York Mets,4,0,Kansas City Royals,1,,
717164,4,3,1,0,5,1,10,.242,34,.318,.398,.716,0,4,16,2,1,0,0,5,1,5,30,.194,1,125,3.87,9.0,2,125,82,2,3.45,7.0,5,1,4,2,"Webb, L",2,1,0,0,5,1,5,.255,30,.323,.424,.747,1,2,5,4,3,1,0,5,1,10,34,.314,0,115,4.61,8.0,4,115,77,4,3.86,4.2,2,1,4,2,Cecconi,2023-08-02,San Francisco Giants,Arizona Diamondbacks,4,2,San Francisco Giants,1,,
717154,10,5,0,4,5,3,13,.248,35,.336,.455,.791,0,10,12,1,0,0,1,7,6,6,30,.333,0,147,4.44,9.0,1,147,87,1,4.11,5.0,3,2,5,1,Gonsolin,1,0,0,1,7,6,6,.223,30,.302,.360,.662,0,1,21,10,5,0,4,5,3,13,35,.436,0,143,5.87,8.0,10,143,92,10,6.98,3.0,2,3,9,8,"Harris, H",2023-08-02,Los Angeles Dodgers,Oakland Athletics,10,1,Los Angeles Dodgers,1,,
717147,2,3,0,1,6,1,7,.265,33,.321,.400,.721,0,2,9,4,0,0,1,10,2,6,31,.242,0,144,4.07,9.0,4,144,96,4,5.32,6.0,4,2,5,4,Cueto,4,0,0,1,10,2,6,.253,31,.321,.410,.731,0,4,10,2,3,0,1,6,1,7,33,.235,0,114,3.96,9.0,2,114,80,2,3.48,8.0,5,1,6,2,Lorenzen,2023-08-03,Miami Marlins,Philadelphia Phillies,2,4,Philadelphia Phillies,0,,
717149,5,1,0,2,11,4,8,.272,32,.342,.460,.802,1,5,15,3,0,0,0,14,2,9,36,.289,0,143,4.15,9.0,3,143,96,3,4.04,6.0,9,2,7,3,Scherzer,3,0,0,0,14,2,9,.236,36,.294,.385,.679,0,3,16,5,1,0,2,11,4,8,32,.333,1,138,4.65,8.0,5,138,85,5,3.92,5.1,9,4,5,4,Toussaint,2023-08-03,Texas Rangers,Chicago White Sox,5,3,Texas Rangers,1,,
717148,9,1,0,2,3,2,13,.238,35,.297,.383,.680,2,9,16,2,0,0,1,4,0,5,31,.161,0,121,5.14,9.0,2,121,76,2,5.10,8.0,4,0,3,0,Singer,2,0,0,1,4,0,5,.238,31,.317,.402,.719,0,2,5,9,1,0,2,3,2,13,35,.410,2,123,4.35,8.0,8,123,85,9,6.60,6.0,0,1,8,6,Carrasco,2023-08-03,Kansas City Royals,New York Mets,9,2,Kansas City Royals,1,,
717150,1,0,0,0,12,2,5,.258,32,.328,.414,.742,0,1,15,6,2,0,0,10,3,15,38,.419,0,183,3.80,9.0,5,183,114,5,3.20,4.1,6,2,8,3,Gausman,6,2,0,0,10,3,15,.252,38,.319,.420,.739,0,5,20,1,0,0,0,12,2,5,32,.206,0,126,4.11,9.0,1,126,88,1,4.28,6.0,8,2,4,1,Flaherty,2023-08-03,Toronto Blue Jays,Baltimore Orioles,1,6,Baltimore Orioles,0,,
717151,1,0,0,1,8,1,2,.241,25,.316,.396,.712,0,1,3,0,0,0,0,7,3,6,31,.265,1,121,3.83,9.0,0,121,78,0,3.03,1.0,0,0,1,0,"Alexander, S",0,0,0,0,7,3,6,.255,31,.323,.422,.745,1,0,16,1,0,0,1,8,1,2,25,.115,0,93,4.59,8.0,1,93,69,1,7.11,7.0,7,1,2,1,Pfaadt,2023-08-03,San Francisco Giants,Arizona Diamondbacks,1,0,San Francisco Giants,1,,
717142,4,0,0,2,8,6,5,.230,28,.302,.404,.706,1,4,10,3,0,0,1,6,1,9,35,.297,1,142,3.90,9.0,3,142,92,3,4.35,5.0,4,1,4,2,Schmidt,3,0,0,1,6,1,9,.250,35,.320,.415,.735,1,3,18,4,0,0,2,8,6,5,28,.324,1,161,3.77,8.0,4,161,93,4,4.39,4.2,4,3,4,3,Javier,2023-08-03,New York Yankees,Houston Astros,4,3,New York Yankees,1,,
717143,14,4,0,2,7,6,16,.234,39,.313,.379,.692,0,13,20,1,0,0,0,10,2,6,33,.229,0,136,4.03,9.0,1,136,90,1,4.19,6.0,5,2,4,1,Houser,1,0,0,0,10,2,6,.236,33,.312,.383,.695,0,1,16,14,4,0,2,7,6,16,39,.500,0,162,4.58,8.0,14,162,101,13,4.35,5.0,5,3,9,8,"Keller, M",2023-08-03,Milwaukee Brewers,Pittsburgh Pirates,14,1,Milwaukee Brewers,1,,
717145,3,1,0,1,11,0,8,.256,35,.330,.430,.760,0,3,10,5,1,0,2,4,4,7,34,.289,1,152,4.53,9.0,5,152,92,5,6.93,5.2,1,2,6,5,Liberatore,5,1,0,2,4,4,7,.236,34,.314,.411,.725,1,5,13,3,1,0,1,11,0,8,35,.229,0,105,3.89,9.0,3,105,76,3,3.18,7.0,8,0,5,2,"Gray, S",2023-08-03,St. Louis Cardinals,Minnesota Twins,3,5,Minnesota Twins,0,,
717146,5,4,0,0,9,5,7,.258,30,.335,.422,.757,1,5,10,3,2,0,2,14,2,8,34,.297,2,141,4.06,9.0,3,141,100,2,5.36,5.0,5,2,7,2,Taillon,3,2,0,2,14,2,8,.252,34,.330,.417,.747,2,2,15,5,4,0,0,9,5,7,30,.333,1,142,4.85,8.0,5,142,89,5,6.98,3.0,5,4,4,4,Weaver,2023-08-03,Chicago Cubs,Cincinnati Reds,5,3,Chicago Cubs,1,,
717144,3,1,0,1,12,2,6,.255,32,.332,.445,.777,1,3,6,5,0,0,2,13,3,8,34,.316,1,141,4.41,9.0,5,141,96,5,3.32,4.0,4,1,3,0,Ohtani,5,0,0,2,13,3,8,.235,34,.313,.398,.711,1,5,18,3,1,0,1,12,2,6,32,.235,1,128,3.81,9.0,3,128,83,3,4.75,6.0,6,2,4,2,Woo,2023-08-03,Los Angeles Angels,Seattle Mariners,3,5,Seattle Mariners,0,,
717137,8,6,0,1,7,4,14,.249,36,.337,.457,.794,0,8,23,2,2,0,2,8,2,5,30,.219,0,124,4.42,9.0,2,124,80,2,4.69,5.0,5,1,3,0,"Urías, J",2,2,0,2,8,2,5,.222,30,.302,.360,.662,0,2,5,8,6,0,1,7,4,14,36,.476,0,136,5.89,8.0,8,136,85,8,4.07,5.0,5,3,6,2,Sears,2023-08-03,Los Angeles Dodgers,Oakland Athletics,8,2,Los Angeles Dodgers,1,,
717141,0,0,0,0,11,1,4,.257,29,.334,.420,.754,0,0,6,8,3,1,3,5,2,11,37,.333,0,141,4.09,9.0,8,141,93,8,3.98,4.0,3,0,8,7,Hendricks,8,3,1,3,5,2,11,.270,37,.339,.499,.838,0,8,10,0,0,0,0,11,1,4,29,.167,0,118,3.81,9.0,0,118,80,0,1.69,6.0,8,0,3,0,Fried,2023-08-04,Chicago Cubs,Atlanta Braves,0,8,Atlanta Braves,0,,
